O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
4501,67,11,1730928.69000,3,2,2,7,Potential
114649,4,12,1731043.73000,1,2,2,5,Need Attention
51239,93,12,1731091.08000,4,2,2,8,Potential
106766,109,10,1731123.27000,4,1,2,7,Potential
1556,31,12,1731131.32000,2,2,2,6,Need Attention
58139,180,10,1731173.10000,5,1,2,8,Potential
112160,5,12,1731295.91000,1,2,2,5,Need Attention
14093,94,10,1731343.86000,4,1,2,7,Potential
88577,85,10,1731403.31000,4,2,2,8,Potential
118052,160,11,1731436.94000,5,2,2,9,Potential
99190,24,13,1731509.63000,2,2,2,6,Need Attention
3722,144,9,1731520.54000,5,1,2,8,Potential
12395,10,11,1731596.19000,1,2,2,5,Need Attention
1412,25,14,1731691.31000,2,2,2,6,Need Attention
101099,124,12,1731705.18000,4,2,2,8,Potential
4739,12,8,1731754.87000,1,1,2,4,Need Attention
11645,155,16,1731758.44000,5,3,2,10,Potential
97561,3,12,1731759.92000,1,2,2,5,Need Attention
89027,29,9,1731836.47000,2,1,2,5,Need Attention
35387,36,11,1731894.82000,2,2,2,6,Need Attention
58118,90,9,1731928.36000,4,1,2,7,Potential
13064,116,13,1731979.33000,4,2,2,8,Potential
43573,162,13,1731979.49000,5,2,2,9,Potential
19610,31,9,1731996.82000,2,1,2,5,Need Attention
63067,13,15,1732169.35000,1,3,2,6,Need Attention
58562,118,13,1732280.09000,4,2,2,8,Potential
19109,36,13,1732308.63000,2,2,2,6,Need Attention
79705,87,16,1732366.41000,4,3,2,9,Potential
55573,154,13,1732402.65000,5,2,2,9,Potential
34946,9,10,1732424.51000,1,1,2,4,Need Attention
100553,83,12,1732446.86000,4,2,2,8,Potential
20300,85,12,1732461.84000,4,2,2,8,Potential
145301,114,9,1732540.52000,4,1,2,7,Potential
92548,49,10,1732571.25000,2,1,2,5,Need Attention
128386,34,15,1732648.75000,2,3,2,7,Potential
147806,143,8,1732690.37000,5,1,2,8,Potential
108215,135,12,1732753.94000,5,2,2,9,Potential
99680,2,15,1732760.18000,1,3,2,6,Need Attention
80612,57,10,1732775.43000,3,1,2,6,Need Attention
10496,57,13,1733004.71000,3,2,2,7,Potential
30683,64,12,1733014.96000,3,2,2,7,Potential
70294,3,12,1733028.06000,1,2,2,5,Need Attention
124553,100,12,1733144.40000,4,2,2,8,Potential
142784,93,11,1733145.95000,4,2,2,8,Potential
142601,33,13,1733244.28000,2,2,2,6,Need Attention
125090,108,12,1733251.38000,4,2,2,8,Potential
99539,68,11,1733326.91000,3,2,2,7,Potential
65965,86,14,1733347.37000,4,2,2,8,Potential
101342,38,10,1733452.14000,2,1,2,5,Need Attention
25436,145,17,1733575.94000,5,3,2,10,Potential
15668,35,12,1733645.33000,2,2,2,6,Need Attention
136169,114,14,1733662.49000,4,3,2,9,Potential
133742,165,12,1733730.56000,5,2,2,9,Potential
6014,112,13,1733767.52000,4,2,2,8,Potential
101273,68,12,1733804.97000,3,2,2,7,Potential
28907,77,9,1733857.26000,3,1,2,6,Need Attention
68920,131,11,1733959.79000,5,2,2,9,Potential
142691,35,11,1734088.80000,2,2,2,6,Need Attention
9812,46,12,1734091.01000,2,2,2,6,Need Attention
61450,129,16,1734110.72000,5,3,2,10,Potential
81854,42,10,1734129.61000,2,1,2,5,Need Attention
29134,49,15,1734172.12000,2,3,2,7,Potential
7343,40,11,1734207.82000,2,2,2,6,Need Attention
99383,152,11,1734274.25000,5,2,2,9,Potential
23510,14,12,1734397.13000,1,2,2,5,Need Attention
84535,131,14,1734443.22000,5,2,2,9,Potential
8345,5,11,1734476.34000,1,2,2,5,Need Attention
149570,31,14,1734505.69000,2,2,2,6,Need Attention
52730,31,14,1734558.08000,2,3,2,7,Potential
69125,157,12,1734599.54000,5,2,2,9,Potential
5666,179,8,1734670.42000,5,1,2,8,Potential
105758,105,10,1734680.59000,4,1,2,7,Potential
68012,38,11,1734694.97000,2,2,2,6,Need Attention
49634,92,12,1734719.71000,4,2,2,8,Potential
135872,9,8,1734753.41000,1,1,2,4,Need Attention
106535,110,13,1734888.21000,4,2,2,8,Potential
123287,76,10,1734892.36000,3,2,2,7,Potential
116255,102,12,1734896.95000,4,2,2,8,Potential
36397,9,13,1734959.00000,1,2,2,5,Need Attention
4748,157,14,1735117.93000,5,2,2,9,Potential
40397,29,10,1735130.33000,2,1,2,5,Need Attention
52001,102,13,1735136.86000,4,2,2,8,Potential
13853,149,12,1735143.14000,5,2,2,9,Potential
45839,52,10,1735385.15000,3,1,2,6,Need Attention
147830,71,11,1735447.93000,3,2,2,7,Potential
116351,98,9,1735485.81000,4,1,2,7,Potential
733,46,15,1735497.78000,2,3,2,7,Potential
58541,26,11,1735520.31000,2,2,2,6,Need Attention
140318,125,10,1735635.55000,5,1,2,8,Potential
113710,47,16,1735703.63000,2,3,2,7,Potential
57908,155,11,1735781.03000,5,2,2,9,Potential
59608,55,13,1735823.99000,3,2,2,7,Potential
35804,81,10,1735830.80000,3,1,2,6,Need Attention
18760,43,14,1735908.57000,2,2,2,6,Need Attention
85250,102,10,1735954.66000,4,1,2,7,Potential
64496,109,11,1736044.32000,4,2,2,8,Potential
505,57,13,1736051.49000,3,2,2,7,Potential
43348,67,12,1736105.74000,3,2,2,7,Potential
72896,8,10,1736157.72000,1,1,2,4,Need Attention
120293,146,14,1736255.55000,5,2,2,9,Potential
6179,77,14,1736265.80000,3,2,2,7,Potential
122779,121,12,1736270.97000,4,2,2,8,Potential
146950,103,15,1736289.69000,4,3,2,9,Potential
117170,123,10,1736338.52000,4,1,2,7,Potential
47923,176,12,1736348.89000,5,2,2,9,Potential
75767,145,11,1736405.23000,5,2,2,9,Potential
127733,25,11,1736464.45000,2,2,2,6,Need Attention
66703,61,15,1736559.29000,3,3,2,8,Potential
13787,52,11,1736565.55000,3,2,2,7,Potential
136340,72,12,1736570.05000,3,2,2,7,Potential
117344,169,9,1736644.93000,5,1,2,8,Potential
58730,8,10,1736716.97000,1,2,2,5,Need Attention
137936,32,9,1736732.11000,2,1,2,5,Need Attention
11389,102,14,1736736.63000,4,2,2,8,Potential
78719,85,10,1736840.27000,4,2,2,8,Potential
100409,68,12,1736917.66000,3,2,2,7,Potential
51359,168,10,1736992.48000,5,1,2,8,Potential
130286,118,11,1737089.13000,4,2,2,8,Potential
22388,157,12,1737111.14000,5,2,2,9,Potential
74405,19,13,1737188.89000,1,2,2,5,Need Attention
87284,10,11,1737199.06000,1,2,2,5,Need Attention
96019,163,11,1737233.02000,5,2,2,9,Potential
116318,168,13,1737300.62000,5,2,2,9,Potential
22589,4,13,1737359.57000,1,2,2,5,Need Attention
56864,109,9,1737371.27000,4,1,2,7,Potential
115745,179,13,1737381.76000,5,2,2,9,Potential
107975,18,11,1737381.83000,1,2,2,5,Need Attention
50654,78,8,1737464.65000,3,1,2,6,Need Attention
144686,42,11,1737536.74000,2,2,2,6,Need Attention
101078,66,11,1737577.81000,3,2,2,7,Potential
149567,54,14,1737599.77000,3,2,2,7,Potential
47522,60,11,1737697.60000,3,2,2,7,Potential
5755,16,16,1737914.90000,1,3,2,6,Need Attention
121427,2,12,1737928.68000,1,2,2,5,Need Attention
8189,135,10,1738031.91000,5,2,2,9,Potential
84497,66,11,1738067.37000,3,2,2,7,Potential
14966,2,13,1738129.23000,1,2,2,5,Need Attention
109604,33,10,1738161.80000,2,1,2,5,Need Attention
72131,31,13,1738219.71000,2,2,2,6,Need Attention
9632,140,10,1738254.59000,5,1,2,8,Potential
3680,31,13,1738262.97000,2,2,2,6,Need Attention
7733,121,12,1738263.57000,4,2,2,8,Potential
2417,19,11,1738290.53000,1,2,2,5,Need Attention
10211,145,13,1738303.95000,5,2,2,9,Potential
77741,174,11,1738309.20000,5,2,2,9,Potential
10865,129,11,1738418.19000,5,2,2,9,Potential
141538,43,15,1738420.98000,2,3,2,7,Potential
120872,114,10,1738428.80000,4,1,2,7,Potential
42311,76,12,1738446.24000,3,2,2,7,Potential
132242,165,10,1738550.55000,5,1,2,8,Potential
18863,166,12,1738647.30000,5,2,2,9,Potential
47570,111,13,1738713.20000,4,2,2,8,Potential
65989,98,11,1738714.77000,4,2,2,8,Potential
69610,93,10,1738848.16000,4,1,2,7,Potential
30266,11,12,1738905.87000,1,2,2,5,Need Attention
24446,42,14,1738933.86000,2,2,2,6,Need Attention
13807,10,13,1739113.89000,1,2,2,5,Need Attention
84193,41,14,1739135.90000,2,2,2,6,Need Attention
69590,98,14,1739136.47000,4,2,2,8,Potential
107717,116,13,1739163.98000,4,2,2,8,Potential
145646,10,17,1739222.76000,1,3,2,6,Need Attention
78275,60,14,1739227.10000,3,2,2,7,Potential
46997,159,7,1739249.66000,5,1,2,8,Potential
143276,35,10,1739262.02000,2,1,2,5,Need Attention
118432,179,12,1739316.41000,5,2,2,9,Potential
32030,86,8,1739364.76000,4,1,2,7,Potential
68552,5,9,1739403.92000,1,1,2,4,Need Attention
95009,24,9,1739408.49000,2,1,2,5,Need Attention
104249,170,11,1739460.63000,5,2,2,9,Potential
34382,69,10,1739579.67000,3,1,2,6,Need Attention
66155,42,11,1739619.56000,2,2,2,6,Need Attention
125777,42,13,1739630.43000,2,2,2,6,Need Attention
149243,35,10,1739650.46000,2,1,2,5,Need Attention
38393,47,10,1739703.05000,2,1,2,5,Need Attention
44402,59,11,1739823.00000,3,2,2,7,Potential
30044,73,13,1739839.23000,3,2,2,7,Potential
102929,82,9,1739867.15000,3,1,2,6,Need Attention
116956,49,13,1740016.78000,2,2,2,6,Need Attention
117685,150,16,1740106.57000,5,3,2,10,Potential
128957,67,12,1740299.05000,3,2,2,7,Potential
45511,57,14,1740325.24000,3,2,2,7,Potential
53750,97,12,1740438.94000,4,2,2,8,Potential
100448,112,11,1740502.86000,4,2,2,8,Potential
52721,27,11,1740515.69000,2,2,2,6,Need Attention
39119,4,10,1740540.89000,1,1,2,4,Need Attention
101600,161,9,1740641.30000,5,1,2,8,Potential
6614,70,11,1740675.53000,3,2,2,7,Potential
142835,1,11,1740699.46000,1,2,2,5,Need Attention
16244,79,10,1740721.99000,3,1,2,6,Need Attention
57568,151,15,1740894.12000,5,3,2,10,Potential
142282,30,15,1741210.58000,2,3,2,7,Potential
677,86,10,1741213.92000,4,2,2,8,Potential
74803,65,15,1741262.49000,3,3,2,8,Potential
60541,42,12,1741306.22000,2,2,2,6,Need Attention
23074,9,17,1741402.46000,1,3,2,6,Need Attention
33377,173,12,1741441.22000,5,2,2,9,Potential
26003,27,10,1741444.10000,2,1,2,5,Need Attention
107909,155,8,1741488.00000,5,1,2,8,Potential
10795,16,14,1741534.32000,1,2,2,5,Need Attention
73265,123,9,1741577.90000,4,1,2,7,Potential
85382,66,12,1741625.31000,3,2,2,7,Potential
123478,62,14,1741634.55000,3,3,2,8,Potential
129760,17,16,1741703.00000,1,3,2,6,Need Attention
129035,119,12,1741708.01000,4,2,2,8,Potential
139487,125,13,1741742.61000,5,2,2,9,Potential
115255,17,15,1741751.48000,1,3,2,6,Need Attention
74528,36,10,1741755.29000,2,1,2,5,Need Attention
127280,50,11,1741792.70000,2,2,2,6,Need Attention
27017,55,9,1741794.40000,3,1,2,6,Need Attention
75524,67,13,1741796.54000,3,2,2,7,Potential
79753,23,15,1741820.52000,2,3,2,7,Potential
60026,100,15,1741841.57000,4,3,2,9,Potential
18440,176,8,1741847.19000,5,1,2,8,Potential
126763,83,13,1741854.01000,4,2,2,8,Potential
15347,154,13,1741907.57000,5,2,2,9,Potential
110212,21,17,1741908.85000,1,3,2,6,Need Attention
48655,3,13,1741974.30000,1,2,2,5,Need Attention
88202,11,14,1741983.24000,1,3,2,6,Need Attention
102908,94,12,1742019.95000,4,2,2,8,Potential
29917,168,11,1742053.72000,5,2,2,9,Potential
118946,139,13,1742176.51000,5,2,2,9,Potential
39242,37,10,1742266.36000,2,1,2,5,Need Attention
88679,53,11,1742278.67000,3,2,2,7,Potential
120208,16,17,1742302.80000,1,3,2,6,Need Attention
941,62,11,1742312.08000,3,2,2,7,Potential
100838,117,10,1742323.38000,4,1,2,7,Potential
18647,1,10,1742336.17000,1,1,2,4,Need Attention
56288,51,11,1742340.28000,3,2,2,7,Potential
2753,154,12,1742350.27000,5,2,2,9,Potential
84077,158,12,1742422.40000,5,2,2,9,Potential
56132,47,12,1742473.97000,2,2,2,6,Need Attention
120995,9,13,1742520.22000,1,2,2,5,Need Attention
87896,137,14,1742540.17000,5,2,2,9,Potential
53962,81,11,1742560.14000,3,2,2,7,Potential
147029,46,13,1742657.41000,2,2,2,6,Need Attention
100469,24,13,1742695.99000,2,2,2,6,Need Attention
17255,46,11,1742792.94000,2,2,2,6,Need Attention
108358,78,11,1742801.86000,3,2,2,7,Potential
281,3,11,1742827.50000,1,2,2,5,Need Attention
119207,113,10,1742841.24000,4,1,2,7,Potential
31226,113,10,1742855.20000,4,1,2,7,Potential
2243,49,12,1742903.67000,2,2,2,6,Need Attention
13001,29,11,1742942.67000,2,2,2,6,Need Attention
19454,40,11,1743035.42000,2,2,2,6,Need Attention
15109,43,14,1743091.52000,2,2,2,6,Need Attention
48836,19,11,1743222.14000,1,2,2,5,Need Attention
63631,50,10,1743269.00000,2,1,2,5,Need Attention
37340,120,13,1743311.42000,4,2,2,8,Potential
67313,80,9,1743350.75000,3,1,2,6,Need Attention
119036,133,13,1743353.17000,5,2,2,9,Potential
19982,168,8,1743371.70000,5,1,2,8,Potential
104405,154,10,1743470.22000,5,1,2,8,Potential
19349,52,11,1743477.61000,3,2,2,7,Potential
127370,23,13,1743489.24000,1,2,2,5,Need Attention
76658,147,12,1743531.31000,5,2,2,9,Potential
43165,58,16,1743531.42000,3,3,2,8,Potential
113987,56,10,1743588.36000,3,1,2,6,Need Attention
143453,103,8,1743628.49000,4,1,2,7,Potential
83996,106,12,1743660.00000,4,2,2,8,Potential
107396,87,12,1743685.23000,4,2,2,8,Potential
63737,44,13,1743773.06000,2,2,2,6,Need Attention
123095,72,11,1743811.71000,3,2,2,7,Potential
81020,55,13,1743869.24000,3,2,2,7,Potential
49715,122,11,1743890.13000,4,2,2,8,Potential
131696,126,7,1743916.81000,5,1,2,8,Potential
144476,42,10,1743947.36000,2,1,2,5,Need Attention
41321,111,10,1743978.33000,4,1,2,7,Potential
48767,44,14,1744030.23000,2,2,2,6,Need Attention
101228,66,11,1744134.74000,3,2,2,7,Potential
112597,35,14,1744145.54000,2,2,2,6,Need Attention
10955,122,9,1744145.95000,4,1,2,7,Potential
82025,71,15,1744149.06000,3,3,2,8,Potential
134597,108,10,1744164.83000,4,1,2,7,Potential
70973,46,14,1744210.62000,2,2,2,6,Need Attention
25094,28,11,1744296.41000,2,2,2,6,Need Attention
140249,52,12,1744327.02000,3,2,2,7,Potential
69896,144,9,1744334.83000,5,1,2,8,Potential
147902,117,9,1744382.00000,4,1,2,7,Potential
76928,27,11,1744429.62000,2,2,2,6,Need Attention
32597,115,8,1744478.78000,4,1,2,7,Potential
48266,44,9,1744555.27000,2,1,2,5,Need Attention
63365,84,10,1744637.51000,4,1,2,7,Potential
128540,9,13,1744676.17000,1,2,2,5,Need Attention
75977,104,11,1744712.20000,4,2,2,8,Potential
120203,158,9,1744716.24000,5,1,2,8,Potential
24368,54,12,1744766.69000,3,2,2,7,Potential
86618,12,10,1744784.29000,1,1,2,4,Need Attention
62786,54,10,1744799.13000,3,1,2,6,Need Attention
8096,24,12,1744804.84000,2,2,2,6,Need Attention
72409,163,14,1744822.21000,5,3,2,10,Potential
82385,170,11,1744830.11000,5,2,2,9,Potential
74447,177,12,1744873.64000,5,2,2,9,Potential
29522,4,13,1744889.78000,1,2,2,5,Need Attention
115132,139,10,1744918.99000,5,2,2,9,Potential
108506,36,13,1744994.17000,2,2,2,6,Need Attention
88268,34,9,1744995.91000,2,1,2,5,Need Attention
108896,52,13,1745031.01000,3,2,2,7,Potential
53714,123,12,1745033.76000,4,2,2,8,Potential
37367,95,11,1745042.14000,4,2,2,8,Potential
14192,106,12,1745101.24000,4,2,2,8,Potential
143378,71,11,1745120.30000,3,2,2,7,Potential
146983,34,12,1745122.96000,2,2,2,6,Need Attention
145307,10,13,1745125.71000,1,2,2,5,Need Attention
108248,111,12,1745137.47000,4,2,2,8,Potential
125636,18,10,1745150.69000,1,1,2,4,Need Attention
95711,147,13,1745185.45000,5,2,2,9,Potential
97568,71,13,1745200.64000,3,2,2,7,Potential
122365,108,17,1745235.27000,4,3,2,9,Potential
72518,28,12,1745252.31000,2,2,2,6,Need Attention
30140,35,10,1745278.95000,2,1,2,5,Need Attention
18062,58,9,1745292.77000,3,1,2,6,Need Attention
124694,87,11,1745347.46000,4,2,2,8,Potential
78916,153,16,1745381.97000,5,3,2,10,Potential
52886,33,11,1745388.27000,2,2,2,6,Need Attention
30617,7,12,1745425.10000,1,2,2,5,Need Attention
91049,112,10,1745452.14000,4,1,2,7,Potential
90652,76,14,1745631.38000,3,2,2,7,Potential
58799,23,13,1745654.45000,1,2,2,5,Need Attention
139892,51,11,1745697.55000,3,2,2,7,Potential
139336,102,14,1745705.95000,4,2,2,8,Potential
36767,58,12,1745753.92000,3,2,2,7,Potential
42548,92,12,1745769.50000,4,2,2,8,Potential
72511,15,10,1745793.08000,1,1,2,4,Need Attention
132074,66,10,1745832.78000,3,2,2,7,Potential
11515,54,14,1745858.79000,3,2,2,7,Potential
62906,38,11,1745858.98000,2,2,2,6,Need Attention
121241,40,13,1745991.45000,2,2,2,6,Need Attention
33842,169,10,1746000.65000,5,1,2,8,Potential
50828,138,10,1746054.44000,5,2,2,9,Potential
29810,112,13,1746110.12000,4,2,2,8,Potential
40516,106,9,1746154.87000,4,1,2,7,Potential
101123,23,8,1746156.79000,1,1,2,4,Need Attention
17813,3,14,1746159.88000,1,2,2,5,Need Attention
145631,165,12,1746194.97000,5,2,2,9,Potential
59597,41,11,1746264.65000,2,2,2,6,Need Attention
9749,18,12,1746272.54000,1,2,2,5,Need Attention
24629,51,13,1746294.26000,3,2,2,7,Potential
140807,179,13,1746336.26000,5,2,2,9,Potential
36014,142,10,1746389.64000,5,1,2,8,Potential
72193,67,15,1746453.76000,3,3,2,8,Potential
72470,37,11,1746478.70000,2,2,2,6,Need Attention
23180,136,10,1746483.47000,5,1,2,8,Potential
82853,13,14,1746513.84000,1,2,2,5,Need Attention
79556,72,8,1746549.86000,3,1,2,6,Need Attention
33755,152,12,1746575.89000,5,2,2,9,Potential
25022,149,9,1746645.20000,5,1,2,8,Potential
111547,80,12,1746665.12000,3,2,2,7,Potential
15341,68,14,1746673.36000,3,2,2,7,Potential
35996,116,11,1746675.98000,4,2,2,8,Potential
89648,145,12,1746860.71000,5,2,2,9,Potential
54122,33,12,1747012.55000,2,2,2,6,Need Attention
143461,15,13,1747023.15000,1,2,2,5,Need Attention
56629,45,16,1747147.69000,2,3,2,7,Potential
123001,36,9,1747235.33000,2,1,2,5,Need Attention
56675,21,11,1747294.69000,1,2,2,5,Need Attention
132440,24,13,1747341.53000,2,2,2,6,Need Attention
109214,88,13,1747383.07000,4,2,2,8,Potential
35774,28,11,1747451.42000,2,2,2,6,Need Attention
42443,162,12,1747501.26000,5,2,2,9,Potential
88466,11,14,1747538.93000,1,2,2,5,Need Attention
55555,152,12,1747553.77000,5,2,2,9,Potential
23452,6,19,1747596.49000,1,4,2,7,Potential
119999,25,12,1747617.98000,2,2,2,6,Need Attention
65459,11,13,1747727.63000,1,2,2,5,Need Attention
35341,119,13,1747739.27000,4,2,2,8,Potential
446,2,10,1747876.81000,1,2,2,5,Need Attention
126995,35,16,1747891.61000,2,3,2,7,Potential
118412,165,10,1748048.01000,5,1,2,8,Potential
111866,144,11,1748092.70000,5,2,2,9,Potential
120818,51,13,1748111.72000,3,2,2,7,Potential
44705,143,9,1748112.03000,5,1,2,8,Potential
89591,12,12,1748117.02000,1,2,2,5,Need Attention
114692,79,12,1748118.80000,3,2,2,7,Potential
90434,164,13,1748119.84000,5,2,2,9,Potential
1939,69,9,1748167.49000,3,1,2,6,Need Attention
131633,176,11,1748175.61000,5,2,2,9,Potential
114854,36,11,1748253.52000,2,2,2,6,Need Attention
39806,133,9,1748265.69000,5,1,2,8,Potential
72770,60,14,1748288.72000,3,2,2,7,Potential
149192,167,11,1748293.91000,5,2,2,9,Potential
30755,171,11,1748336.99000,5,2,2,9,Potential
91175,161,10,1748427.51000,5,1,2,8,Potential
110039,11,11,1748438.40000,1,2,2,5,Need Attention
16673,10,10,1748466.31000,1,1,2,4,Need Attention
32063,137,10,1748472.17000,5,2,2,9,Potential
91100,65,13,1748513.56000,3,2,2,7,Potential
7523,1,14,1748515.45000,1,2,2,5,Need Attention
131045,145,11,1748518.32000,5,2,2,9,Potential
83345,15,14,1748584.13000,1,2,2,5,Need Attention
74825,70,12,1748594.30000,3,2,2,7,Potential
117365,131,11,1748692.05000,5,2,2,9,Potential
67736,63,11,1748705.50000,3,2,2,7,Potential
130751,20,12,1748711.16000,1,2,2,5,Need Attention
97766,86,12,1748803.42000,4,2,2,8,Potential
44807,19,14,1748804.70000,1,2,2,5,Need Attention
90446,13,12,1748888.42000,1,2,2,5,Need Attention
56582,96,10,1748958.12000,4,1,2,7,Potential
6814,112,16,1748969.28000,4,3,2,9,Potential
119741,90,12,1749007.23000,4,2,2,8,Potential
117050,143,10,1749042.06000,5,1,2,8,Potential
32840,46,11,1749121.14000,2,2,2,6,Need Attention
67298,85,9,1749198.84000,4,1,2,7,Potential
101552,112,11,1749401.93000,4,2,2,8,Potential
79487,48,11,1749407.75000,2,2,2,6,Need Attention
146270,117,11,1749443.02000,4,2,2,8,Potential
76547,122,12,1749577.13000,4,2,2,8,Potential
12578,67,9,1749610.16000,3,1,2,6,Need Attention
122153,42,13,1749621.98000,2,2,2,6,Need Attention
142937,54,11,1749707.37000,3,2,2,7,Potential
102641,158,11,1749826.94000,5,2,2,9,Potential
141173,156,9,1749828.63000,5,1,2,8,Potential
34553,18,11,1749864.73000,1,2,2,5,Need Attention
34100,132,11,1749867.76000,5,2,2,9,Potential
144113,124,13,1749874.49000,4,2,2,8,Potential
142022,16,14,1749930.54000,1,2,2,5,Need Attention
59420,48,14,1749935.51000,2,2,2,6,Need Attention
11513,122,10,1750013.68000,4,1,2,7,Potential
113687,125,11,1750145.63000,5,2,2,9,Potential
129845,126,12,1750206.11000,5,2,2,9,Potential
57796,146,10,1750325.36000,5,1,2,8,Potential
147685,24,16,1750364.82000,2,3,2,7,Potential
107801,73,12,1750385.99000,3,2,2,7,Potential
83174,13,11,1750443.91000,1,2,2,5,Need Attention
119405,115,11,1750482.12000,4,2,2,8,Potential
3848,56,10,1750558.46000,3,1,2,6,Need Attention
49858,28,16,1750647.21000,2,3,2,7,Potential
83876,51,9,1750728.53000,3,1,2,6,Need Attention
147503,125,10,1750750.32000,5,1,2,8,Potential
1718,99,10,1750819.39000,4,1,2,7,Potential
10385,12,12,1750853.45000,1,2,2,5,Need Attention
134743,2,11,1750856.76000,1,2,2,5,Need Attention
76064,121,10,1750921.51000,4,1,2,7,Potential
9251,72,10,1751009.27000,3,1,2,6,Need Attention
49001,141,10,1751033.22000,5,1,2,8,Potential
119591,123,10,1751074.33000,4,1,2,7,Potential
67019,80,11,1751079.59000,3,2,2,7,Potential
61802,62,10,1751107.74000,3,1,2,6,Need Attention
78232,92,16,1751136.94000,4,3,2,9,Potential
126053,52,11,1751184.11000,3,2,2,7,Potential
176,78,10,1751278.54000,3,2,2,7,Potential
83393,9,8,1751286.98000,1,1,2,4,Need Attention
144827,86,9,1751303.11000,4,1,2,7,Potential
63814,29,15,1751306.17000,2,3,2,7,Potential
47125,99,14,1751445.72000,4,2,2,8,Potential
9217,67,13,1751516.51000,3,2,2,7,Potential
93404,50,10,1751541.27000,2,1,2,5,Need Attention
125294,130,10,1751547.11000,5,1,2,8,Potential
35069,14,9,1751599.11000,1,1,2,4,Need Attention
58400,44,13,1751624.23000,2,2,2,6,Need Attention
107566,65,16,1751796.95000,3,3,2,8,Potential
